PhraseId	SentenceId	Phrase	Sentiment
79563	4096	bring a heart and reality that buoy the film , and at times , elevate it to a superior crime movie .	3
79100	4073	funniest and	3
94941	4953	felt like an answer to Irvine Welsh 's book Trainspotting	3
154014	8414	a great writer and dubious human being	3
107295	5670	sustains the level of exaggerated , stylized humor throughout by taking your expectations and twisting them just a bit	3
130791	7048	the passion , creativity , and fearlessness of one	3
155344	8502	struggles of the working class to life	3
46808	2279	a great and a terrible story	3
86286	4468	agenda to deliver awe-inspiring , at times sublime , visuals	3
88372	4591	Steers refreshingly clear	3
95638	4994	Iwai 's gorgeous visuals seduce .	3
39973	1911	sumptuous ocean visuals and the cinematic stylings of director John Stockwell	3
79283	4083	an admirable reconstruction of terrible events ,	3
144852	7864	acute writing	3
53912	2676	the audience other than to sit back and enjoy a couple of great actors hamming it up	3
146117	7945	most humane and important Holocaust movies	3
44683	2166	cinema 's directorial giants	3
54639	2719	Take any 12-year-old boy to see this picture	3
59437	2998	unhibited	3
153869	8405	friends will be friends through thick and thin	3
31948	1495	hilarious place to visit	3
78296	4028	produced sparkling retina candy	3
66861	3392	sobering and powerful documentary	3
102897	5422	a dazzling , remarkably unpretentious reminder of what -LRB- Evans -RRB- had , lost , and got back	3
21209	949	cleverly constructed	3
146080	7943	will keep you watching , as will the fight scenes	3
99982	5247	The complex , politically charged tapestry of contemporary Chinese life this exciting new filmmaker has brought to the screen is like nothing we Westerners have seen before .	3
120344	6433	suspect it might deliver again and again	3
32625	1529	French malapropisms	3
41227	1977	Manages to be wholesome and subversive at the same time .	3
115156	6134	phenomenon	3
115750	6168	his promise remains undiminished	3
51457	2534	Hailed	3
74804	3834	the absurdity of the situation in a well-balanced fashion	3
91449	4757	provide insight	3
85779	4438	A bittersweet drama	3
155452	8509	is reasonably entertaining , though it begins to drag two-thirds through , when the melodramatic aspects start to overtake the comedy .	3
136727	7393	Never once predictable .	3
97547	5101	an almost palpable sense of intensity	3
66514	3376	Klein , charming in comedies like American Pie and dead-on in Election ,	3
145434	7901	of the filmmakers who have directed him , especially the Coen brothers and Steven Soderbergh	3
92841	4836	Demonstrates a vivid imagination and an impressive style that result in some terrific setpieces	3
136696	7391	be taken literally on any level	3
36113	1705	He drags it back , single-handed .	3
129037	6940	as it sounds , but strikes a tone that 's alternately melancholic , hopeful and strangely funny	3
93916	4899	celluloid heaven	3
148236	8067	is bright and flashy	3
110465	5851	the tone and pacing are shockingly intimate	3
29891	1385	hint	3
35132	1651	the numerous scenes	3
128202	6898	animated filmmaking since old Walt	3
62922	3183	the occasional belly laugh	3
76883	3953	Rose 's film	3
144899	7868	1991	3
137921	7462	an eloquent , deeply felt meditation on the nature of compassion	3
78148	4021	is working properly	3
140778	7637	underrated professionals	3
108386	5736	is so convinced of its own brilliance	3
100260	5260	sustains interest during the long build-up of expository material	3
36800	1744	For all the dolorous trim	3
15189	653	is this film 's chief draw	3
59262	2990	A hit -	3
120131	6425	, Signs is a tribute to Shyamalan 's gifts , which are such that we 'll keep watching the skies for his next project .	3
1884	70	A very funny romantic comedy about two skittish New York middle-agers who stumble into a relationship and then	3
35325	1660	zany '	3
92345	4807	the best rock	3
133098	7178	fights a good fight	3
97624	5108	A superlative B movie -- funny , sexy , and rousing .	3
129495	6963	interesting social parallel and defiant aesthetic	3
108030	5716	Just when you think that every possible angle has been exhausted by documentarians , another new film emerges with yet another remarkable yet shockingly little-known perspective .	3
101281	5323	all its agonizing , Catch-22 glory	3
126684	6811	it sets out with no pretensions and delivers big time	3
76861	3952	enthralling drama	3
29893	1385	then Triple X marks the spot .	3
72756	3716	suitable for all ages -- a movie that will make you laugh	3
59423	2997	of fun for all	3
48871	2386	in a slap-happy mood	3
102889	5421	it does mostly hold one 's interest	3
152888	8345	, but far more witty	3
34751	1634	irresistibly	3
152613	8328	magnificent swooping aerial shots	3
80983	4174	seems as funny	3
75586	3875	is reliable	3
34833	1639	fun to watch	3
50520	2484	it does give exposure to some talented performers	3
63208	3196	a real filmmaker 's eye	3
145743	7921	out there !	3
46136	2245	empowerment movie	3
154390	8438	by drawing me into the picture	3
17411	755	in form	3
43589	2110	an inspired portrait of male-ridden angst and	3
101312	5324	Yiddish stage	3
111122	5889	a compelling investigation of faith versus intellect	3
36953	1751	England 's Roger Mitchell , who handily makes the move from pleasing	3
61120	3088	are especially fine .	3
76684	3943	explores all three sides of his story with a sensitivity and an inquisitiveness reminiscent of Truffaut	3
21426	958	entertaining , if ultimately minor ,	3
45291	2203	a visceral sense of its characters ' lives	3
97278	5085	frothy ` date movie	3
135326	7308	children , a heartfelt romance for teenagers and	3
12883	553	count for very little if the movie were n't as beautifully shaped and as delicately calibrated in tone as it is	3
11578	498	sensuality and a conniving wit	3
55852	2793	's a film that 's destined to win a wide summer audience through word-of-mouth reviews and , not far down the line , to find a place among the studio 's animated classics .	3
90943	4731	be an important movie , or even a good one	3
94385	4926	despite its rough edges and a tendency to sag in certain places , is wry and engrossing .	3
151213	8243	're wrapped up in the characters , how they make their choices , and why	3
154205	8426	It 's pretty linear and only makeup-deep , but Bogdanovich ties it together with efficiency and an affection for the period	3
102514	5396	attracting audiences	3
119387	6385	As Janice , Eileen Walsh , an engaging , wide-eyed actress whose teeth are a little too big for her mouth , infuses the movie with much of its slender , glinting charm .	3
22573	1020	knows everything and answers all questions	3
118789	6349	presents a fascinating glimpse of urban life and the class warfare that embroils two young men	3
128515	6913	gives this aging series a much needed kick , making `` Die Another Day '' one of the most entertaining Bonds in years	3
104297	5502	single gag sequence	3
47342	2308	grace and humor	3
26413	1211	the form of dazzling pop entertainment	3
24145	1098	Filmmaker Stacy Peralta has a flashy editing style that does n't always jell with Sean Penn 's monotone narration , but he respects the material without sentimentalizing it .	3
10673	452	achieves the feel of a fanciful motion picture	3
60933	3077	friendly demeanor	3
137991	7465	fresh , sometimes funny , and	3
103816	5473	Splendidly illustrates the ability of the human spirit to overcome adversity .	3
120240	6429	affirm love 's power to help people endure almost unimaginable horror	3
31317	1464	Insomnia does not become one of those rare remakes to eclipse the original , but	3
70677	3603	Stevens has a flair for dialogue comedy	3
151353	8251	're drawn in by the dark luster	3
132787	7159	enervating determination	3
13654	586	By no means a great movie , but it is a refreshingly forthright one .	3
50874	2503	does pack some serious suspense .	3
54317	2699	to bodacious	3
83463	4312	sweet-tempered	3
93585	4880	vastly improved	3
17615	762	considerable appeal	3
102610	5402	The most consistently funny	3
132468	7143	accentuating	3
29824	1383	tribute	3
153009	8355	A quietly moving look back at what it was to be Iranian-American in 1979 .	3
50460	2481	are able to accomplish	3
61498	3109	fiercely intelligent and	3
25512	1167	for mixing action and idiosyncratic humor in his charming 2000 debut Shanghai Noon	3
129587	6968	with his brawny frame and cool , composed delivery	3
100361	5266	recommend this film	3
26510	1216	Some Like It	3
119056	6364	There 's undeniable enjoyment to be had from films crammed with movie references ,	3
54107	2688	its performances	3
16429	707	a ride , basically the kind of greatest-hits reel that might come with a subscription to ESPN the Magazine	3
144507	7845	emotionally complex	3
11756	507	if the essence of magic is its make-believe promise of life that soars above the material realm	3
46371	2255	is surprisingly brilliant , deftly sewing together what could have been a confusing and horrifying vision into an intense and engrossing head-trip	3
64487	3264	like the logical , unforced continuation of the careers of a pair of spy kids	3
108439	5738	found his groove	3
20121	893	Lewis	3
129486	6962	got to my inner nine-year-old	3
68994	3504	A chilling movie without oppressive	3
137578	7443	Sad to say -- it accurately reflects the rage and alienation that fuels the self-destructiveness of many young people .	3
69503	3533	, he does all of this , and more , while remaining one of the most savagely hilarious social critics this side of Jonathan Swift .	3
49532	2425	Neatly constructed thriller	3
77980	4014	Dickens ' wonderfully sprawling soap opera , the better	3
80823	4164	determined to uncover the truth and hopefully inspire action	3
53934	2677	royally	3
139734	7582	is funny .	3
43408	2099	a 60-second homage	3
25942	1188	suited to capture these musicians in full regalia	3
145324	7897	Cannon 's confidence and laid-back good spirits	3
54111	2688	that the film comes off winningly , even though it 's never as solid as you want it to be	3
124041	6659	be plenty of female audience members drooling over Michael Idemoto as Michael	3
121347	6499	Nettelbeck ... has a pleasing way with a metaphor .	3
123125	6608	, unlike so many other Hollywood movies of its ilk , it offers hope	3
144126	7823	spontaneity in its execution and	3
83289	4301	talented director as Chen Kaige	3
89209	4636	in a heady whirl of New Age-inspired good intentions	3
40192	1927	The delicious trimmings ...	3
47621	2321	a tragic dimension and savage full-bodied wit and	3
112849	5992	for most of the characters	3
44816	2174	give it a boost	3
136458	7378	enhances the quality of Neil Burger 's impressive fake documentary .	3
152258	8307	entertaining enough and worth a look	3
119057	6364	There 's undeniable enjoyment to be had from films crammed with movie references	3
150179	8180	to see it twice	3
70360	3586	a timely , tongue-in-cheek profile	3
93325	4868	generally smart casting	3
94840	4946	to look at or understand	3
63688	3224	more playful tone	3
116851	6234	life affirming and heartbreaking	3
7527	305	popcorn	3
494	18	the Mood	3
62942	3185	is clever and funny , is amused by its special effects ,	3
6254	249	It 's more enjoyable than I expected , though , and that 's because the laughs come from fairly basic comedic constructs .	3
2936	112	appreciate	3
2078	79	heartfelt	3
129215	6948	inner-city streets	3
71517	3648	is too bad that this likable movie is n't more accomplished .	3
129896	6993	themes that interest Attal and Gainsbourg	3
36996	1752	with an original idea for a teen movie	3
4770	182	that are powerful and moving without stooping to base melodrama	3
11443	491	absolutely	3
51095	2514	Kirkegaard	3
60184	3036	is that it 's funny	3
128629	6918	give it considerable punch	3
92270	4803	the glorious , gaudy benefit of much stock footage of Those Days , featuring all manner of drag queen , bearded lady and lactating hippie	3
102789	5416	amusing and engrossing	3
138568	7506	is a fun and funky look into an artificial creation in a world that thrives on artificiality .	3
3947	149	silly -LRB- but not sophomoric -RRB- romp	3
154062	8416	is adequate	3
100032	5249	Baran is a gentle film with dramatic punch , a haunting ode to humanity .	3
131078	7064	celebrates the group 's playful spark of nonconformity	3
141833	7694	at its best it is a young artist 's thoughtful consideration of fatherhood	3
63940	3235	elegiac portrait	3
88215	4581	perception , conviction	3
2683	103	is an epic , but also a tragedy , the record of a tenacious , humane fighter who was also the prisoner -LRB- and ultimately the victim -RRB- of history	3
66073	3351	some profound social commentary	3
116931	6238	brought something fresher to the proceedings	3
90720	4722	with the subject of love head-on	3
135629	7327	Adobo	3
114847	6114	wow ' factor	3
47070	2295	has since	3
49625	2432	bursts with a goofy energy previous Disney films only used for a few minutes here and there .	3
99196	5201	than awe	3
134642	7265	is , you 'll laugh	3
26052	1192	The heat of the moment prevails .	3
37693	1792	entertaining and	3
144007	7816	, dazzling	3
99352	5210	Weiss and	3
61975	3135	Gooding is the energetic frontman , and it 's hard to resist his enthusiasm , even if the filmmakers come up with nothing original in the way of slapstick sequences .	3
122429	6565	a comedy of a premise	3
22789	1032	The fascination comes in the power of the Huston performance , which seems so larger than life and yet so fragile	3
98154	5142	quite a vision	3
94440	4929	creepy and believable	3
119059	6364	undeniable enjoyment to be had from films crammed with movie references	3
155121	8490	An engaging	3
145031	7877	nice , harmless	3
154194	8425	is heartening in the same way that each season marks a new start	3
149657	8146	that Chin 's film serves up with style and empathy	3
101425	5334	Chilling in its objective portrait of dreary , lost twenty-first century America .	3
78416	4033	generally sustains a higher plateau with Bullock 's memorable first interrogation of Gosling	3
117104	6248	audience members will leave feeling as shaken as Nesbitt 's Cooper looks when the bullets stop flying	3
58528	2949	Takes a fresh and absorbing look at a figure whose legacy had begun to bronze .	3
4951	193	to please its intended audience -- children -- without placing their parents in a coma-like state	3
64372	3259	Unfolds in a low-key , organic way that encourages you to accept it as life and go with its flow	3
26327	1205	for a story	3
100566	5277	buddy cop comedy	3
62458	3158	easy to watch	3
21955	983	and refined piece	3
74036	3786	some intriguing characters	3
146077	7943	talented cast	3
76487	3930	This one is certainly well-meaning	3
89255	4639	discovering your destination in life	3
139371	7556	to seek and strike just the right tone	3
85777	4438	A bittersweet drama about the limbo of grief and how truth-telling can open the door to liberation .	3
124750	6704	of the movie 's charm	3
145865	7930	captures a life interestingly lived	3
92870	4837	as temptingly easy as it would have been with this premise	3
105961	5594	, sorrow , laugther , and tears	3
76157	3907	May not be a breakthrough in filmmaking , but it is unwavering and arresting	3
78566	4041	with every painful nuance , unexpected flashes of dark comedy and the character 's gripping humanity	3
93463	4873	is smarter and subtler than -LRB- Total Recall and Blade Runner -RRB- ,	3
56794	2855	Who needs mind-bending drugs when they can see this , the final part of the ` qatsi ' trilogy , directed by Godfrey Reggio , with music by Philip Glass ?	3
28308	1305	to keep things interesting	3
99435	5213	have to see this !	3
124114	6663	a septuagenarian	3
133000	7174	A brutally honest documentary	3
43827	2124	engaged	3
14385	620	is a canny crowd pleaser , and The Last Kiss ... provides more than enough sentimental catharsis for a satisfying evening at the multiplex	3
34791	1637	An example of quiet , confident craftsmanship that tells a sweet , charming tale of intergalactic friendship	3
58277	2937	a flourish	3
21446	959	in the songs translate well to film	3
67592	3430	generational signpost	3
61477	3107	a summertime look-see	3
75782	3885	is the performance of Gedeck , who makes Martha enormously endearing .	3
56997	2867	wholesome fantasy	3
43609	2111	uncomfortably real	3
15953	684	leaves you intriguingly contemplative	3
83679	4326	Antwone Fisher certainly does the trick of making us care about its protagonist and celebrate his victories but	3
10937	467	lavish formalism	3
151643	8272	, caring	3
111259	5899	shows why , after only three films , director\/co-writer Jacques Audiard , though little known in this country , belongs in the very top rank of French filmmakers	3
25521	1167	his charming 2000 debut Shanghai Noon	3
77312	3976	he will once again be an honest and loving one	3
95877	5009	may be the most oddly honest Hollywood document of all	3
46075	2240	it is also elevated by it -- the kind of movie that you enjoy more because you 're one of the lucky few who sought it out .	3
78045	4017	, intelligent eyes	3
54053	2686	What makes Barbershop so likable	3
29196	1351	into the passive-aggressive psychology of co-dependence and the struggle for self-esteem	3
64234	3250	that 's actually sort of amazing	3
104954	5544	The hypnotic imagery and fragmentary tale explore the connections between place and personal identity .	3
17874	777	A gift to anyone who loves both dance and cinema	3
34286	1610	approaches his difficult , endless work with remarkable serenity and discipline .	3
99538	5219	that excites the imagination and tickles the funny bone	3
122197	6551	champion the fallibility of the human heart	3
150955	8229	immensely ambitious , different than anything that 's been done before and	3
102438	5391	to laugh , groan and hiss	3
31870	1492	a joy to watch , even when her material is not first-rate	3
80042	4124	genteel yet decadent	3
35509	1671	pleasingly	3
7487	303	their own cleverness	3
116351	6203	live a rich and full life	3
95336	4976	the Russian word for Wow !? '	3
125257	6731	Jae-eun Jeong 's Take Care of My Cat brings a beguiling freshness to a coming-of-age story with such a buoyant , expressive flow of images that it emerges as another key contribution to the flowering of the South Korean cinema .	3
57022	2871	A wild comedy that could only spring from the demented mind of the writer	3
118737	6347	have absolutely no idea who the main characters are until the film is well under way -- and yet it 's hard to stop watching .	3
44294	2148	jolt you out of your seat a couple of times ,	3
128523	6913	making `` Die Another Day '' one of the most entertaining Bonds in years	3
13947	600	even touch us	3
154666	8456	will eat up like so much gelati	3
76864	3953	Boldly engineering a collision between tawdry B-movie flamboyance and grandiose spiritual anomie	3
44182	2142	will be a good -LRB- successful -RRB- rental	3
57647	2906	humor about itself , a playful spirit and a game cast	3
112267	5961	this Oscar-nominated documentary takes you there .	3
103431	5454	the greatest films	3
51505	2536	A no-holds-barred cinematic	3
33680	1581	are worthwhile	3
150638	8210	make this worth a peek .	3
85942	4447	It 's hard to quibble with a flick boasting this many genuine cackles , but Notorious C.H.O. still feels like a promising work-in-progress	3
67911	3448	with a tale full of nuance and character dimension	3
146057	7942	of international acclaim	3
26522	1217	moves beyond the original 's nostalgia for the communal film experiences of yesteryear	3
142900	7755	new swings	3
113062	6004	laughs and insight into one of the toughest ages a kid can go through .	3
55700	2786	gives itself the freedom to feel contradictory things .	3
97443	5096	around some intriguing questions about the difference between human and android life	3
138899	7528	satire and childhood awakening	3
77305	3976	, Fierce Grace reassures us that he will once again be an honest and loving one .	3
85961	4447	like a promising work-in-progress	3
59870	3020	I 'll buy the soundtrack .	3
59269	2990	consistently amusing but	3
15531	666	A sleek advert for youthful anomie	3
129396	6957	with leonine power	3
67814	3443	with its moving story	3
96590	5045	a welcome , if downbeat , missive	3
1261	47	tricky and satisfying	3
130017	7002	A sweet , tender sermon about a 12-year-old Welsh boy more curious about God	3
116193	6192	into the extraordinarily rich landscape	3
140529	7626	Very amusing , not the usual route in a thriller , and the performances are odd and pixilated and sometimes both .	3
9904	415	But Kouyate elicits strong performances from his cast , and he delivers a powerful commentary on how governments lie , no matter who runs them .	3
45095	2190	jazzy new revisionist theories	3
31985	1497	A simple tale	3
87550	4543	A summer entertainment adults can see without feeling embarrassed , but	3
57424	2895	Warm and exotic .	3
123970	6655	the world 's best actors , Daniel Auteuil ,	3
63053	3190	this 20th anniversary edition of the film	3
76440	3927	's some fine sex onscreen , and some tense arguing , but not a whole lot more .	3
9004	375	Heaven is one such beast	3
64597	3269	underestimated charm	3
117265	6257	an action film that delivers on the promise of excitement	3
151283	8247	entirely irresistible	3
143169	7771	goofy -LRB- if not entirely wholesome -RRB- fun	3
72625	3709	Sven Wollter as the stricken composer and Viveka Seldahl as his desperate violinist wife	3
146061	7942	with every cinematic tool	3
21359	955	the percussion rhythm , the brass soul and	3
85749	4435	climactic setpiece	3
11085	473	A heartening tale of small victories	3
77628	3992	you 've got to hand it to director George Clooney for biting off such a big job the first time out	3
32351	1516	so that it certainly does n't feel like a film that strays past the two and a half mark	3
23698	1076	surprisingly romantic	3
50517	2484	entirely persuasive	3
141652	7684	a smoother , more focused	3
24156	1098	flashy editing style	3
6450	256	A breezy blend of art , history , esoteric musings and philosophy	3
29271	1356	Does a good job of establishing a time and place , and of telling a fascinating character 's story .	3
56844	2858	'll laugh for not quite and hour and a half , but	3
447	16	is a sweet and modest and ultimately winning story	3
140646	7630	as a touching , transcendent love story	3
77982	4014	Dickens ' wonderfully sprawling soap opera	3
97096	5076	, then you will probably have a reasonably good time with The Salton Sea .	3
47377	2310	pulls no punches in its depiction of the lives of the Papin sister and the events that led to their notorious rise to infamy ...	3
57015	2870	shrill , simple and soapy .	3
9789	407	ambitious , serious film	3
6562	261	difficult but worthy film	3
81186	4183	great Saturday Night Live sketch	3
6063	241	a happy ending	3
87697	4554	ca n't quite negotiate the many inconsistencies in Janice 's behavior or compensate for them by sheer force of charm	3
66342	3365	An acceptable way to pass a little over an hour with moviegoers ages 8-10 ,	3
136758	7396	some laughs in this movie	3
94001	4904	probably should	3
154260	8429	very charming and funny movie	3
15228	654	wonder why Paul Thomas Anderson ever had the inclination to make the most sincere and artful movie in which Adam Sandler will probably ever appear	3
139011	7534	A thought-provoking and often-funny drama	3
62613	3167	satisfies , as comfort food often can	3
42227	2034	delivers what it promises : A look at the `` wild ride '' that ensues when brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans	3
131372	7078	John Malkovich 's reedy consigliere will pronounce his next line	3
30843	1435	funny and human and	3
27747	1274	works even without vulgarity , sex scenes , and cussing	3
34165	1606	that stands a good chance of being the big	3
35721	1683	have marked an emerging Indian American cinema	3
29112	1347	bothered to construct a real story this time	3
62359	3153	Blade II is as estrogen-free as movies get , so you might want to leave your date behind for this one	3
72	2	introspective and	3
52966	2625	its own rules regarding love and family , governance and hierarchy	3
47443	2312	agile performers	3
85594	4426	have much emotional impact on the characters	3
80784	4162	a number of other assets to commend it to movie audiences both innocent and jaded	3
10916	465	gives the film its lingering tug	3
15144	651	a subtlety that is an object lesson in period filmmaking	3
96132	5022	a fun adventure movie for kids -LRB- of all ages -RRB- that like adventure	3
105730	5582	does a fine job contrasting the sleekness of the film 's present with the playful paranoia of the film 's past . '	3
82958	4283	strikes a potent chemistry with Molina	3
123190	6613	a frightening and compelling ` What if	3
131556	7089	Works because Reno	3
114376	6082	very welcome	3
66361	3365	inspire	3
2580	98	improvement	3
121739	6523	with awe	3
52931	2624	Director Carl Franklin , so crisp and economical in One False Move , bogs down in genre cliches here .	3
57645	2906	deft sense	3
37146	1761	of a satisfying movie experience	3
113452	6029	this deeply touching melodrama	3
128737	6924	appreciated equally as an abstract Frank Tashlin comedy and as a playful recapitulation of the artist 's career	3
119410	6385	infuses the movie with much of its slender ,	3
144624	7850	how both evolve	3
66983	3401	Broomfield has compelling new material	3
99205	5202	has produced in recent memory , even if it 's far tamer than advertised .	3
12418	531	are undeniably touched .	3
36174	1709	whimsicality , narrative discipline and	3
69997	3562	colors the picture in some evocative shades	3
24296	1103	delivers the original magic	3
92944	4841	best possible	3
11716	505	at leading lives of sexy intrigue	3
120262	6430	beloved-major	3
92179	4796	purpose and taste	3
58568	2951	taps into some powerful emotions	3
139326	7554	touching drama	3
76663	3942	has a great presence but one battle after another is not the same as one battle followed by killer CGI effects .	3
54884	2734	headed east , Far East , in retelling a historically significant , and personal , episode detailing how one international city welcomed tens of thousands of German Jewish refugees while the world 's democracie	3
147156	8007	scenes so true and heartbreaking	3
140692	7633	what I liked about it	3
112508	5975	the nerve to speak up	3
56635	2845	The script is smart , not cloying .	3
84513	4372	will likely enjoy this monster	3
69209	3517	giddy and whimsical and relevant today	3
53913	2676	other than to sit back and enjoy a couple of great actors hamming it up	3
108183	5723	you can release your pent up anger	3
11703	505	degrading and strangely liberating	3
110027	5827	It 's not going to be everyone 's bag of popcorn , but it definitely gives you something to chew on .	3
29567	1370	lies in the ease with which it integrates thoughtfulness and pasta-fagioli comedy	3
128190	6897	into feel-good territory	3
43536	2107	sticks with its subjects a little longer	3
108360	5734	By turns very dark and very funny	3
150193	8181	this film 's impressive performances and	3
12824	552	better-focused	3
97735	5117	its invitingly upbeat overture	3
19009	834	Fast and funny	3
41875	2015	movie star charisma	3
9043	377	wondrous	3
52802	2616	What 's next ?	3
145431	7901	influenced by some of the filmmakers who have directed him , especially the Coen brothers and Steven Soderbergh	3
59901	3023	of subtle humour from Bebe Neuwirth	3
59563	3004	on The Santa Clause 2	3
68277	3465	eloquence	3
17821	773	is a gem	3
2208	83	of Steven Spielberg 's Schindler 's List	3
31846	1492	to be pleasant in spite of its predictability	3
139212	7545	to remember it by	3
94780	4945	many conclusive answers in the film	3
18025	786	arrive on the big screen with their super-powers , their super-simple animation and their super-dooper-adorability intact .	3
102339	5386	that Mel Gibson can gasp , shudder and even tremble without losing his machismo	3
56837	2857	's a minor treat	3
30116	1398	And , thanks to the presence of ` the King , ' it also rocks .	3
99773	5235	Tends to pile too many `` serious issues '' on its plate at times , yet remains fairly light , always entertaining , and smartly written .	3
13677	589	Hashiguchi uses the situation to evoke a Japan bustling atop an undercurrent of loneliness and isolation .	3
40409	1933	be half as entertaining as it is	3
96883	5064	communicates a great deal in his performance	3
72985	3727	move away from his usual bumbling , tongue-tied screen persona	3
46678	2272	terrific job	3
137178	7419	tailor-made	3
74490	3819	One of -LRB- Jaglom 's -RRB- better efforts -- a wry and sometime bitter movie about love	3
18776	825	By not averting his eyes , Solondz forces us to consider the unthinkable , the unacceptable , the unmentionable .	3
119161	6369	the same way Goodall did , with a serious minded patience , respect and affection	3
63283	3200	a bright future ahead of him	3
150258	8184	bit of fluff stuffed with enjoyable performances	3
54155	2690	Informative ,	3
76858	3952	's a work of enthralling drama	3
124443	6685	a family-oriented non-Disney film	3
153176	8365	is fascinating ...	3
40739	1952	represents some sort of beacon of hope in the middle of Chicago 's South Side	3
152634	8330	With an unusual protagonist -LRB- a kilt-wearing Jackson -RRB- and subject matter , the improbable `` Formula 51 '' is somewhat entertaining , but	3
79830	4113	dark , intelligent warning cry	3
19096	837	underestimated	3
10737	456	Just bring on the Battle Bots , please !	3
124845	6708	Nicholson proves once again that he 's the best brush in the business	3
44474	2155	intelligence and subtlety	3
87740	4555	a true	3
3358	126	's still a sweet , even delectable diversion .	3
59090	2981	Haynes -LRB- like Sirk , but differently -RRB- has transformed the rhetoric of Hollywood melodrama into something provocative , rich , and strange .	3
53210	2641	A vivid , spicy footnote to history , and	3
6412	254	add much-needed levity to the otherwise bleak tale	3
24989	1139	is impressive	3
26278	1203	a pretty convincing performance as a prissy teenage girl	3
116976	6240	do well to check this one out	3
42137	2027	energy and innovation	3
133224	7187	's the very definition of epic adventure	3
135696	7332	is painterly	3
143349	7781	with a mixture of deadpan cool , wry humor and just the measure	3
92381	4810	Glass 's dirgelike score	3
138888	7527	on a 10-year delay	3
82772	4275	, LaBute does manage to make a few points about modern man and his problematic quest for human connection .	3
99545	5219	tickles	3
146089	7944	If we sometimes need comforting fantasies about mental illness , we also need movies like Tim McCann 's Revolution No. 9 .	3
145549	7912	are lean and tough enough to fit in any modern action movie	3
148713	8090	moral ascension	3
62002	3135	of slapstick sequences	3
47869	2334	A visionary	3
48627	2375	The dramatic crisis does n't always succeed in its quest to be taken seriously , but Huppert 's volatile performance makes for a riveting movie experience	3
146357	7959	on its way	3
154891	8473	you love him	3
10107	424	sad but endearing characters	3
138445	7498	has injected self-consciousness into the proceedings at every turn .	3
145923	7934	A backstage must-see for true fans	3
63269	3199	suspenseful horror movie	3
30312	1407	hooks us	3
120878	6468	offer some modest amusements when one has nothing else to watch	3
14612	630	felt and vividly detailed story about newcomers in a strange new world .	3
84061	4342	easier to digest	3
72973	3727	's the perfect star vehicle for Grant ,	3
7963	324	passionate , if somewhat flawed , treatment	3
94054	4907	a great director	3
99992	5247	this exciting new filmmaker has brought to the screen	3
81784	4219	always a narratively cohesive one .	3
45397	2206	leave you with a smile on your face and a grumble in your stomach	3
141415	7671	leave us with a sense of wonder at the diverse , marvelously twisted shapes history has taken	3
67494	3427	A movie that sends you out of the theater feeling like you 've actually spent time living in another community .	3
25788	1179	that requires the enemy to never shoot straight	3
29889	1385	a hint of humor	3
36416	1722	chases for an hour and then	3
92028	4788	in favor of sentimental war movies	3
136176	7360	be smarter and more diabolical	3
112393	5969	's a satisfying summer blockbuster and worth a look	3
83496	4315	Though its atmosphere is intriguing	3
63782	3229	Chelsea Hotel	3
134112	7237	comprehend the chasm of knowledge that 's opened between them	3
117897	6298	has a lot to do with the casting of Juliette Binoche as Sand , who brings to the role her pale , dark beauty and characteristic warmth	3
86464	4477	, the French-produced `` Read My Lips '' is a movie that understands characters must come first .	3
136756	7396	There are some laughs in this movie	3
141373	7668	is hard to resist	3
16214	700	, it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in .	3
25149	1149	of dreamlike ecstasy	3
25183	1152	Would be an unendurable viewing experience for this ultra-provincial New Yorker if 26-year-old Reese Witherspoon were not on hand to inject her pure fantasy character , Melanie Carmichael , with a massive infusion of old-fashioned Hollywood magic .	3
42470	2047	ourselves is One Hour Photo 's real strength	3
155963	8538	universal appeal	3
60190	3037	old-fashioned but emotionally stirring adventure tale	3
140486	7624	The Hours is one of those reputedly `` unfilmable '' novels that has bucked the odds to emerge as an exquisite motion picture in its own right .	3
109554	5804	carry the film	3
65866	3340	a tribute to the power of women to heal	3
59046	2979	fairly pretty	3
42308	2038	life and love	3
36535	1728	the things that made the original Men in Black such a pleasure	3
62788	3176	enough quirky and satirical touches	3
126839	6820	go rent `` Shakes The Clown '' , a much funnier film with a similar theme and an equally great Robin Williams performance	3
60212	3039	There 's a spontaneity to The Chateau , a sense of light-heartedness , that makes it attractive throughout .	3
86416	4473	a powerful look at a failure of our justice system	3
4422	166	to keep it interested	3
30881	1437	smiling for the camera	3
145263	7893	terrific role	3
142081	7708	shows excess in business and pleasure ,	3
89363	4645	's looking for	3
20206	899	has -LRB- its -RRB- moments	3
119533	6390	a deep bow	3
24680	1124	of the year 's best	3
63204	3196	Otto-Sallies has a real filmmaker 's eye .	3
73580	3762	passionate enthusiasms like Martin Scorsese	3
143164	7771	the right conditions	3
133550	7205	the funniest 5 minutes to date in this spy comedy franchise	3
135273	7305	quirky and recessive charms	3
29943	1388	by a warmth that is n't faked	3
134511	7257	Roman Polanski 's autobiographical gesture at redemption is better than ` Shindler 's List ' - it is more than merely a Holocaust movie	3
32641	1530	pizazz	3
27792	1276	serial murders	3
44575	2159	crisper and punchier	3
